gene	lv1	lv2	rv1	rv2	genelength
Isl2	10	1	9	18	1845
Wdr74	669	475	2165	2719	1193
Scfd1	637	613	2153	2671	2066
Fam53c	559	614	3669	4463	4470
1700001L19Rik	3	2	17	29	1805
Mapk1ip1	158	219	927	1780	1522
Dnmt3l	0	2	5	2	1870
Fbxw15	0	0	0	0	1485
Gimap4	107	153	702	693	1807
Mir1938	0	0	2	1	99
Epb4.1l4b	14	13	50	154	2950
Cd47	290	229	908	1164	1904
Cml3	0	0	0	0	1962
Tac1	0	0	1	0	1027
Adam21	0	0	6	10	2909
Leprot	603	509	3031	3342	1823
Ckap4	5650	5068	22514	23009	2913
Gm14391_1	0	0	0	0	3049
Catsperg2	0	0	0	0	3928
Cacna1g	60	63	719	729	8187
Ccdc99	343	316	1699	2087	2498
Rrbp1	3738	3611	21578	22793	5458
Mctp2	21	17	52	85	5766
Slc18a3	8	1	0	2	2413
Krt4	0	0	0	1	2124
Osbpl6	45	61	280	427	8014
Epha4	468	537	1945	2321	6310
4921506M07Rik	3	0	3	25	1474
Ncbp2	955	837	4801	5687	2033
Smpdl3b	111	95	666	829	1917
Fbxo38	655	742	3851	4999	4376
Fam100b	443	331	1198	1316	1479
1700022I11Rik	1	0	15	29	3724
1700067P10Rik	0	0	0	0	791
Ism1	20	27	118	151	2938
Tmem130	28	15	206	240	2726
Nckap5l	1093	1148	5313	6505	4841
Dppa4	0	0	0	3	1527
Btnl5	0	0	0	0	2583
Usp16	599	611	2717	3756	2901
Wbscr28	0	0	0	0	929
Golph3l	322	349	1353	1570	2836
Zfp708	28	40	123	149	2629
Slc37a2	16	16	37	79	4417
Rad17	461	431	2022	2309	2830
Rn4.5s_9	0	0	0	0	173
Smad1	487	470	2353	2608	3038
Rhbdl1	117	101	363	573	1535
Mcm5	2558	2007	10400	11111	3405
Klk10	0	2	0	3	1348
Ppm1g	2427	2419	12215	14379	2155
Rap1gds1	1252	1276	4650	5644	3648
Zfp324	214	179	960	1230	4285
Gm10433	3	1	7	15	1979
Olfr536	0	0	0	0	3849
Cat	1688	1773	7534	7977	2538
1810065E05Rik	0	0	0	0	919
Kprp	0	0	0	0	2727
Msh2	776	746	3498	4351	3040
Get4	614	441	3617	3924	2201
Cmtm1	0	0	0	0	1126
LOC627800	0	0	0	0	1595
4930563E22Rik	34	32	156	352	3312
Tcf7	206	170	546	775	2215
Smo	761	689	4584	4894	3965
Olfr1494	0	0	0	0	947
Psmb2	1968	1559	6817	6875	841
Gzmd	1	3	4	8	932
Sult1c2	0	0	0	0	1457
Dgka	101	129	584	855	2789
Sp2	543	530	2369	2818	3028
Rbm47	7	20	63	196	5358
Dpy19l4	129	122	773	1058	2965
Ubd	1	0	0	0	935
Rbm31y	0	0	0	0	1957
Tmem59	1412	1455	5186	5815	1536
Arhgef18	438	430	2271	3200	5280
9530052E02Rik	10	7	68	66	949
Xkr8	98	101	378	435	4235
F630206G17Rik	0	0	0	1	2392
Csrp1	5332	4557	19742	22357	1764
Ttc15	446	481	2371	2924	4246
Bdh2	15	14	36	48	1161
Pvrl3	560	455	2458	2911	4137
Muc13	6	9	34	26	2956
Rapgef4	20	26	120	159	7864
Ptgds	3	1	62	37	798
Ddx49	842	716	3716	4632	2087
Dhx38	849	833	5037	6251	4163
Alox15	3	1	3	5	2400
Asap2	518	630	2452	3010	5650
Kctd19	0	0	4	0	3011
Fam102a	355	391	1983	2432	4206
Mir668	0	0	0	0	65
Rtn2	610	598	2701	3577	2014
O3far1	0	0	2	0	1390
1300002E11Rik	106	100	342	578	3953
Skil	383	456	2707	3609	6710
Gm10007	0	0	4	4	447
Gm14351_4	0	0	0	0	1950
Cbx4	672	694	4352	4964	5192
Gm13251	1	0	38	10	3687
Klk1b26	0	0	0	0	868
4931402G19Rik	10	2	40	80	2253
Rala	2226	2025	6606	7886	2657
Zbtb34	270	325	2018	2444	6599
Rbpms	5115	5087	26451	31427	2763
Pomt1	418	340	1725	2263	2805
Pdlim4	74	80	103	150	1178
Impa2	504	496	2818	3020	1378
Klhl9	1040	1189	7360	7850	4216
Tmem146	4	3	24	20	2543
Pcdh20	0	1	31	7	5234
Dek	3155	2688	14037	15108	2591
3110082J24Rik	1	0	0	0	764
Syt11	438	432	2029	2430	4563
Cltc	3642	4398	22932	26382	6112
Hint1	5719	3723	15546	16571	573
1100001G20Rik	0	0	0	0	435
Tpd52l2	755	745	3385	4216	2298
Gm10731	0	0	0	3	1809
Slc6a15	10	12	37	50	3631
Nphs1as	3	2	19	39	1336
Mir450b	4	2	5	9	81
Mdh1b	0	0	0	5	1700
Tas2r106	0	0	0	0	926
Tcam1	3	5	8	19	2977
Sec22c	155	164	846	1118	5775
Vmn2r93	0	0	0	0	2568
Mir1197	0	0	0	0	119
2810405K02Rik	81	93	672	533	778
Adh7	0	0	1	2	2070
Ubxn2a	240	216	1379	1580	2504
0610007C21Rik	581	526	2475	2532	954
Zfp365	48	38	134	158	4252
Edn2	0	3	2	11	1239
4921510H08Rik	1	0	0	1	1867
Acp2	510	579	2380	3314	4642
Spats2	839	865	4259	5080	2045
Lyrm4	282	282	796	933	1512
Jmjd7	103	121	560	867	1375
Kcnj11	849	739	4202	4836	3250
Zscan5b	0	0	0	0	1963
Dars2	310	307	1377	1669	3564
Vpreb2	0	0	0	0	427
Sart3	1287	1261	8262	10049	3567
Slc9a6	155	132	855	1097	4900
Clgn	2	0	10	2	2263
Impa1	702	678	2410	2950	2592
Pfdn1	2082	1543	5037	5455	1073
Farp1	1927	1806	9617	11545	4830
Pitpnc1	205	258	1570	1661	6340
Gm11602	152	186	712	863	1797
Olfr151	0	0	0	0	1084
Kif9	14	4	21	38	3467
Nlrc4	1	0	9	5	3829
Pitpnm2	1247	1589	9647	11875	6596
Tnfsf10	0	0	2	4	4939
Olfr360	0	0	0	0	953
Ccbl2	118	118	415	503	2232
Sfxn5	49	64	249	361	3640
Spn	7	2	22	20	3909
Mir1940	0	0	4	1	103
Ces2e	0	1	0	0	2687
Olfr1474	0	0	0	0	944
Adk	1474	1376	5464	6785	1940
Rsad1	223	208	1028	1288	4142
Pnp2	5	10	81	80	1217
Fv1	55	55	341	358	1379
Dhx57	530	511	2448	3727	5053
Cntn3	0	1	4	12	5161
Vmn1r21	0	0	0	0	893
Penk	10	8	41	43	1410
1110057K04Rik	635	621	2413	2858	3075
Abph	0	0	0	0	416
Gpc3	6547	6759	30681	33642	2260
Olfr222	0	0	0	0	956
E230008N13Rik	5	3	7	15	5043
Mir196a-2	0	0	0	0	84
Ncln	1781	1493	7591	9463	2865
Mtpn	2321	2262	7599	8837	4038
1810027O10Rik	1014	762	4543	5483	427
Adap2	0	5	24	29	1586
Aldh5a1	716	866	5494	5675	5637
C920009B18Rik	1	0	9	10	4512
Suv420h2	1711	1669	6879	9550	2226
Gm15348	0	0	0	0	3651
Tcap	942	875	5188	6200	946
Cyp39a1	110	155	999	1107	3041
Tpt1	2427	2044	6537	6165	888
Eno4	11	10	37	72	2553
D230025D16Rik	257	271	1210	1564	2855
Hecw1	1	3	49	52	9431
1700113I22Rik	622	563	2527	3245	1455
Acadm	1214	1437	9969	11097	1833
Tulp2	52	50	81	141	1910
Angptl4	62	28	367	309	1896
Vmn1r56	0	0	0	0	1831
Cyp2s1	112	94	305	485	2612
Ankrd61	0	1	29	44	1493
5430401F13Rik	0	0	0	0	597
Vmn2r111	0	0	0	0	2568
Rdh19	0	0	0	0	1885
Gcc2	460	543	2430	3169	6488
Cyp2c40	0	0	0	0	1792
Gm6568	0	0	1	3	1059
Gm1715	0	0	0	0	1011
Krtap15	0	0	0	0	835
Ppapdc2	300	352	1298	1615	2881
Plekhm1	342	401	2177	2854	5116
Fam70a	508	448	722	999	3417
Sin3a	963	1005	5074	6107	5220
9130230L23Rik	1	0	0	8	1447
1700128A07Rik	0	0	1	0	820
1110036E04Rik	0	0	0	0	774
Mir133a-1	0	0	3	1	67
Camkv	13	14	27	51	3020
Pgc	5	6	12	2	1375
Npr1	283	300	2152	2226	4043
Olfr832	0	0	0	0	938
Gm13285	0	0	0	0	548
Mmp8	0	0	0	0	2443
Lsr	291	313	1002	1670	2167
Ccnt2	572	682	3690	6468	3505
Prss44	0	0	0	5	1833
Mns1	193	177	578	716	1797
Apobec4	0	0	0	0	1564
Rnf41	585	664	3220	3765	4370
Tyrobp	6	10	138	96	561
Trappc5	1013	889	4291	4899	2032
Gpr174	0	2	5	0	5378
Mpv17	864	788	3712	4500	1700
Arhgef15	791	880	4102	4825	4120
Mms19	829	819	3384	4474	3934
Scn11a	4	0	8	10	5808
Pla2g2c	4	1	8	23	1612
Abhd14b	58	50	293	537	1471
Olfr1173	0	0	0	0	938
Slc22a13	2	0	0	0	1994
Gm17384	0	0	0	3	2428
9030425E11Rik	50	44	562	618	2922
Cndp1	0	0	0	10	2817
Eps15l1	960	1017	5179	6993	4695
Tmem111	1100	859	3433	3971	1950
Phrf1	1392	1380	7672	10240	5356
Scarna3b	0	0	0	0	123
Prpsap2	105	75	333	411	1855
Gnat1	0	0	1	1	2199
Bop1	932	781	3201	3674	2460
Defb46	0	0	0	0	172
4930545H06Rik	0	0	0	0	766
1300014I06Rik	70	55	532	423	1867
Akt1	7417	7084	49507	55324	2676
Gulo	1	5	11	23	2253
Klk7	2	2	13	18	1739
Slc25a41	0	2	9	0	1219
Rps28	13	12	25	21	323
Gnmt	6	5	50	28	1026
Ccdc85c	527	356	2073	2316	1541
Olfr478	0	0	1	0	944
Slc6a5	0	0	0	0	2534
Gm16023	19	40	237	411	2490
Samd1	1556	1110	6926	8036	2066
Rdm1	140	147	647	772	1091
Cpsf3	1048	1085	4099	4939	2542
Olfr644	0	0	0	0	944
Wfdc13	0	0	0	2	1072
Zhx3	146	207	866	1061	4476
5330439B14Rik	65	85	386	421	1390
Mfap4	120	147	1348	1493	1507
Stap2	99	118	555	913	1478
Cma1	0	0	2	1	1071
9130015A21Rik	0	0	0	0	1051
Arf1	1479	1418	9119	10598	2080
H60c	0	0	3	0	2811
Nt5c2	887	992	5677	6821	4448
4930474N09Rik	0	0	0	4	1174
Hadh	1797	1908	8046	9753	1712
Mettl5	289	247	774	1067	953
Olfr623	0	0	0	0	1074
Utp15	346	361	1465	2053	4058
Tbl1xr1	306	405	2520	3312	8111
Pepd	524	508	2136	2484	1838
1700022P22Rik	0	1	2	4	425
Pcbp2	4607	4682	22090	27280	2865
Ighmbp2	167	160	950	1339	5547
Dnajb12	524	555	3129	3447	1765
Rtp2	1	0	0	0	2426
Col11a1	184	172	1517	1464	7208
Onecut1	2	1	0	6	1821
Scg5	59	56	455	564	1221
1810074P20Rik	398	427	1960	2770	4316
1700088E04Rik	152	134	1225	1461	1246
Irx4	2357	2255	11199	14156	2595
Mir34c	0	0	0	0	76
2310011J03Rik	507	436	1752	1870	1657
Defa-rs7	0	0	0	0	417
Lgr5	2	3	5	15	4693
Rftn2	157	190	779	1029	3667
Tlr13	0	1	33	19	4011
Ccl26	0	0	0	0	279
AI450353	107	108	275	665	1499
Pdcd1	1	1	8	13	1925
BC046404	495	449	2265	2590	1980
Slc27a6	7	7	60	56	2588
Ric8b	392	428	1672	2121	3059
Olfr1362	0	0	0	0	984
Olfr1378	0	0	0	0	947
Arl1	227	211	1155	1206	836
Olfr683	0	0	0	0	959
Zscan29	169	229	1276	1681	6898
3830431G21Rik	6	6	29	39	3514
Mir350	0	0	0	0	98
Gm6313	0	0	0	0	2559
Lass1	229	214	813	1057	2716
Tmx4	688	791	4330	5235	5135
Gbp11	3	0	21	15	2697
Gipc1	1932	1624	8749	9601	1609
Mir3966	0	0	0	0	84
Smurf1	780	847	4551	5566	5315
4933430M04Rik	0	0	0	0	739
Maz	4519	3785	20691	24778	2366
Dscr3	532	547	2656	3154	2397
Podnl1	0	0	4	7	2070
Insig2	242	229	1140	1244	2517
Ydjc	56	46	276	318	1315
Rnpepl1	1139	1093	7150	8248	3028
Hspa13	701	646	2506	2905	4155
Olfr1282	0	0	0	0	917
Xlr5a	0	0	0	0	1641
Exosc3	185	133	695	695	1030
Lpp	544	854	6452	7638	15980
Heatr6	515	571	2515	3560	5653
Gm5156_2	0	0	0	0	1578
Vmn2r84	0	0	0	0	2544
Sprr2e	0	0	0	0	645
2310020H05Rik	0	0	0	0	712
Amn1	35	26	153	217	1020
Top3a	217	192	1347	1840	3721
Cirbp	646	693	3931	5257	1249
Cyp2c65	0	0	0	0	1932
4930529F24Rik	0	0	0	0	922
Arl4d	178	198	756	884	1380
Hal	1	2	43	39	2738
Rad23a	1427	1267	5165	5825	2065
Rcl1	295	216	888	1174	1794
Parp6	223	204	972	1352	2690
Tiam1	1017	1101	3293	4529	7768
Afg3l1	1521	1365	6955	8097	4251
Sec24d	1177	947	4388	4644	3834
Capza2	1683	1950	6975	8318	1976
Olfr262	0	0	0	0	938
Hars2	300	283	1689	2438	3049
Gbp4	109	208	657	906	4527
Ube1y1_1	0	0	0	0	3955
Rps6kc1	234	264	1570	1820	3980
Gfm1	1915	1938	9405	10539	2580
Msgn1	0	1	1	1	566
Olfr312	0	0	0	0	926
Lysmd1	17	13	73	110	2398
Gm4961	4	9	15	12	2228
Marcks	7409	7294	45247	39965	4184
Lrit1	0	1	0	0	4313
Zfp146	527	592	3358	4209	2028
Cyp20a1	256	263	1245	1548	1488
Ip6k2	481	539	2434	3517	1836
Gm1661	3	5	26	19	2001
Olfr385	0	0	0	0	938
Zfp9	266	262	1027	1433	3915
Ces1e	1	1	12	15	2059
Hrasls5	0	0	2	3	1038
Dact1	308	287	2718	3216	3757
Dopey2	126	203	1044	1279	7418
Olfr215	0	0	0	0	932
Mbd3l1	0	0	0	0	825
Gm19757	0	0	0	0	2943
Zfp879	8	9	58	70	2403
Cldn16	0	0	0	0	1167
Gm5434	0	0	5	6	1450
Ubac2	1050	915	3561	3726	2145
Crh	5	21	306	463	1318
2310004N24Rik	562	558	1784	2171	898
Mfsd7c	97	83	397	514	3425
Tspan15	56	54	251	191	3597
5430437J10Rik	0	0	0	0	1161
1700108M19Rik	0	0	0	0	1313
Prss33	0	0	4	0	1377
Jmjd5	84	84	401	520	2436
Mc4r	0	0	0	4	2764
Ubxn8	789	730	1909	2361	2809
Xlr3b	2	2	4	5	1608
BC016579	0	2	2	11	2186
Klrd1	0	0	0	0	860
0610009O20Rik	1964	1710	7895	8988	2391
Cog7	313	300	1485	1822	2867
1600002D24Rik	0	0	1	0	2208
Mrps24	1259	1065	3883	4092	1003
Myo1d	277	233	855	1117	5331
Vmn1r33	0	0	0	0	917
5530400C23Rik	0	0	0	0	643
Tmem176a	967	1022	3202	3645	1111
2810030E01Rik	430	417	2521	3497	4362
Hist1h2ad	0	0	0	0	392
Dync1i2	2455	2422	9829	10834	2767
Dnajc14	1023	1052	5056	6257	4222
Safb	1559	1568	13529	16512	3162
Mir509	0	0	0	0	74
Pex10	226	224	862	1134	1641
Fshr	0	0	0	0	2350
Accs	122	162	734	1056	1983
AF357355	0	0	0	0	53
Taf1d	391	378	1152	1940	1687
Plcb1	39	39	364	395	7083
Litaf	685	717	2748	3188	2233
Rhox2e	0	0	0	0	775
Aurkaip1	1249	991	5027	5508	1205
Has3	17	28	154	277	5908
Rab5c	1226	1128	4613	5147	1567
Snord1c	0	0	0	0	77
Abcd2	39	35	80	125	5530
Olfr815	0	0	0	0	950
Mill1	0	0	0	0	2484
Olfr922	0	0	0	0	1131
C230081A13Rik	606	888	5185	5854	10972
Kcnq3	17	13	64	117	2863
Olfr116	0	0	0	0	965
Btnl3	0	0	0	0	2103
Rnf139	554	574	2165	2793	4346
Mysm1	209	292	1593	2537	7399
Ccdc157	126	116	789	1340	5139
Gm19990	0	0	0	0	1217
Mir195	0	0	0	0	93
Bmp2	114	61	680	791	2512
Kif27	8	16	83	125	4445
Lingo3	11	5	50	38	3435
Myo9b	1014	1188	8123	11889	7257
Olfr64	0	0	0	0	1661
Smad6	1740	1373	7679	7870	2967
Sycp1	2	6	58	77	3404
Tmem216	79	79	239	374	1091
Ins2	0	0	1	0	563
Olfr140	0	0	0	0	908
4930557A04Rik	0	0	0	0	549
Mir18	0	0	1	2	95
Cxcl2	0	0	0	0	1079
Slco1a6	0	0	0	6	2789
Adam2	0	0	0	0	2530
Gm14434_3	0	0	0	0	4533
Lad1	40	39	261	491	2982
Snord64	0	0	0	0	45
Rxrb	1008	931	4062	5236	2757
Papola	2290	2217	9631	12146	4486
Pold2	1492	1251	4901	5455	1599
Gm16497	0	0	0	0	2839
Tbrg1	4632	4192	11231	13723	1556
Otx2	3	1	0	4	1721
Rabep1	789	799	4248	5113	5405
9530002B09Rik	0	0	0	0	820
Dcaf12l1	165	147	778	816	3532
1700034O15Rik	0	0	0	0	739
Aplnr	68	70	908	686	3563
Atp5s	89	72	291	388	1480
Gm10451	9	7	39	40	891
Gsdmcl1	0	0	0	0	1128
9130204L05Rik	0	0	0	0	488
Tuba4a	371	388	1572	1612	2049
5031434C07Rik	1	1	3	1	2113
Neurog1	0	0	0	0	1664
Usp32	465	517	2553	3361	6890
Ffar2	1	1	0	0	2821
Ercc2	983	1001	4086	6186	3524
Mal	77	79	242	276	2774
Ncoa6	903	1082	5677	7192	6858
Ntf5	46	63	182	300	1960
9430060I03Rik	38	33	164	225	1670
Gca	336	341	1258	1748	3280
Gm10318	0	0	0	0	929
Olfr323	0	0	0	0	971
Vmn1r176	0	0	0	0	914
Pde7a	306	304	1342	2200	3624
5430421N21Rik	0	0	0	0	1748
Orc4	490	544	1685	2281	4963
Ttc12	101	103	285	403	3608
Fbxo24	7	8	69	119	2149
Nfe2l1	2433	2606	17044	18691	4859
Gm17296	85	79	635	756	5030
Slc5a4b	0	0	3	0	2117
Sbk2	4	12	46	58	1135
4930529L06Rik	0	0	0	0	294
Kpna6	841	838	4758	6342	5697
2310009B15Rik	67	73	260	300	568
D130040H23Rik	12	17	30	80	1996
Sall1	1138	1368	5872	7164	5252
Vmn1r28	0	0	0	0	908
1300010F03Rik	621	778	4864	5361	7150
Gm5415	0	0	0	1	3747
Sned1	30	37	439	632	4443
Dtnb	215	272	1215	1651	2623
Pcdhga8	3226	3709	15077	15649	4725
Zfp207	2482	2745	8807	12738	3705
Fmo5	34	46	182	251	5311
Wdr77	1116	977	4081	5285	3543
Usp39	829	796	3111	3681	2224
Rab10	1903	1988	7770	9372	3507
Ctrl	9	15	40	96	881
Kcns1	2	0	8	9	2708
Spata9	7	7	26	43	1048
Gm3750_1	0	0	0	0	1490
Dnajb2	664	646	3470	4422	3194
Pdzrn4	16	8	67	97	4273
Psip1	2200	2183	9509	11422	3165
3110039M20Rik	0	0	0	0	851
Mir3070a	0	0	0	2	88
Map2k2	3363	2782	13842	15039	2362
Tlr3	29	42	154	239	4320
Scaf4	909	927	5423	7151	4161
Prss55	0	0	0	0	1010
Ppp1r35	270	185	958	1126	935
Coq10a	155	154	799	1009	2502
2900002K06Rik	19	11	36	70	837
Cabin1	966	995	6109	7580	7423
Mir878	0	0	0	0	77
Dpm3	556	365	1142	1292	402
Olfr1242	0	0	0	0	1052
Cct4	2850	2472	11994	13324	1952
Olfr706	0	0	0	0	950
Gm16386	6	1	22	61	588
Snx33	352	439	1965	2536	4562
Cwf19l1	278	250	948	1301	3567
Atxn7l3b	3304	3260	13601	15141	3598
Gm16853	69	85	154	229	1981
Smg6	447	501	3403	4179	5780
Mtap7d3	41	36	200	279	2779
Shroom4	94	120	760	842	4419
Tmpo	3594	3521	19072	22289	8117
Gm1993	0	0	0	0	1122
Bub1	417	354	2357	2761	4312
Vmn2r36_1	0	0	0	0	2553
Ndufv1	4588	4730	22059	23927	1562
Gm1973	0	0	0	0	988
Trpv4	4	3	34	73	3210
Pdzd7	465	426	1058	1312	3887
Speg	3000	3408	19410	26806	11879
Bpifa2e	0	0	0	0	952
Pirt	275	264	632	1011	3012
Fbxo40	128	151	1474	1644	2515
Csf1	347	320	1303	8229	4412
Ces1d	0	0	0	0	1952
Smc1b	1	1	8	19	4015
Ccng1	2533	2599	9281	11043	3481
Klc2	950	910	4130	5119	3038
Uaca	1541	1627	9899	11908	4409
Plag1	85	108	793	1219	4629
Mtch1	7531	6702	26505	29672	1906
Rac1	3341	3385	13070	13922	2263
2010002N04Rik	222	158	641	883	1984
Asb3	70	86	429	533	3215
Sun2	671	732	4866	5742	3791
Tstd1	11	19	40	75	547
Dom3z	472	458	1737	2189	1465
Zc4h2	115	107	410	455	2139
Psg25	0	0	1	4	3062
Zfp133-ps	0	1	12	33	1556
Adck3	264	349	1339	1632	4060
4933429K18Rik	0	0	0	0	1012
Limk2	1205	1182	7506	11122	5029
Mir1961	0	0	0	2	111
6720456H20Rik	159	154	966	1180	5202
Kcng3	1	0	3	3	3354
Dok2	46	43	273	366	1712
Lrrc16a	201	127	667	863	5120
Ints2	305	324	1563	2428	5897
Lrrc51	39	23	99	187	1091
Zfp628	501	521	2255	2299	3521
Mir346	0	0	0	0	97
D4Ertd617e	14	22	83	137	802
Ccl1	0	0	0	0	502
Arl2	688	564	2404	2450	864
Olfr1487	0	0	0	0	947
Rnase10	1	0	1	0	1662
Pex5	254	263	1848	2257	3169
Akp3	0	0	0	0	1669
Atf7	85	116	720	999	2843
Marco	0	0	0	0	1968
Hist1h4b	0	0	1	0	311
2610029G23Rik	408	355	1353	1674	2613
Aff4	1221	1597	8747	10883	10144
1700090G07Rik	0	0	4	0	749
Olfr59	0	0	0	0	1326
Bivm	245	249	827	1215	3561
Tmprss12	0	0	0	0	1344
Tstd2	4037	4247	13230	16594	3715
Hibadh	675	695	3608	4367	1726
Osbpl10	97	69	507	529	1862
D6Ertd527e	3	7	10	15	2225
Gli3	146	156	1458	1693	8411
Fgfr1op2	517	537	3511	4249	2821
Erlin1	256	221	1122	1321	3421
Ear4	0	0	0	0	466
Mab21l2	856	731	217	418	2702
Plek2	39	52	204	222	1542
Tmem149	85	90	637	1168	1181
Olfr1153	0	0	0	0	956
Olfr978	0	0	0	0	935
Amhr2	8	10	42	79	1936
Eddm3b	0	0	0	0	1238
Casr	10	8	43	62	4527
4732416N19Rik	1	4	20	33	549
Mical2	5513	6366	39191	54845	7345
Dusp21	0	0	0	0	822
A530088E08Rik	0	1	4	11	1794
5033406O09Rik	38	31	141	237	1726
Syna	0	4	15	26	2917
Mir105	0	0	0	0	79
Xiap	1005	1001	4658	5880	6542
Plscr4	14	17	122	102	3250
Zbtb42	70	85	643	832	3476
Abra	339	395	1024	1437	1760
L1cam	45	21	50	135	5259
Olfr194	0	0	0	0	920
Slc4a2	967	892	4475	5671	4155
Cenpm	706	653	2349	2360	1322
4930429F24Rik	35	58	209	320	1517
Tti1	655	666	2885	3794	3765
Scarna13	1	2	21	26	272
AW549542	2	3	18	27	1764
Vmn2r118	0	0	0	0	2556
Ccdc88c	20	19	684	925	6262
Magoh	909	708	2518	2952	603
A730011L01Rik	330	369	1649	2419	5268
Defb2	0	0	0	0	302
Cops2	1427	1474	5329	7041	3237
Trpm2	29	24	17	25	7258
Dzip3	573	614	2893	3934	5739
Hyls1	77	91	560	693	1639
Kcnj4	20	30	232	260	2150
Gm10486_2	0	0	0	0	915
Slc12a3	0	1	4	2	3274
Got1l1	4	2	1	10	1347
2610206C17Rik	24	23	114	134	1712
Uxs1	148	124	625	704	1248
Cypt1	0	0	0	0	671
Fbxo33	218	238	872	940	3442
Msx2	127	111	461	596	2160
Olfr800	0	0	0	0	935
Dlg4	581	580	2800	3760	3306
A930017M01Rik	0	0	4	0	3349
3110062M04Rik	219	199	866	1212	3721
Aff1	366	416	3001	3402	8475
Mlf1ip	157	148	649	914	2454
Spats2l	312	344	1881	2115	4030
Olfr667	0	0	0	0	980
G6pc	0	0	0	0	2240
Cd300lg	8	17	265	142	2724
Pgpep1l	5	5	27	18	951
Gpr180	274	226	1410	1559	2868
Mir1907	0	0	1	1	89
Zwint	834	812	4032	5171	2668
Ranbp2	1191	1292	8681	10160	9447
Glmn	170	154	534	730	2077
Ctif	410	438	2345	2789	6168
Ift52	718	653	2195	2877	2111
Ccdc25	477	447	1869	2445	2218
4930426L09Rik	4	4	26	25	1485
BC018507	791	910	6254	9281	7656
Mir669g	0	0	0	0	122
C1galt1c1	163	156	575	681	1505
Psmd12	1395	1236	5195	6244	1712
Cnp	218	248	1038	1303	2674
Inadl	219	209	1690	2210	7613
Pex7	176	175	855	944	1884
Tmem126a	442	329	1155	1349	761
Senp1	722	720	3666	4977	6382
4930428G15Rik	0	0	1	7	804
1700018C11Rik	0	0	0	0	666
1700015G11Rik	0	0	0	0	384
Insc	5	6	27	32	2308
C230091D08Rik	202	253	929	1174	3705
Olfr1329	0	0	0	0	941
Ercc1	507	437	1790	1988	1477
Gm16702	0	0	2	0	2381
1110020A21Rik	22	8	42	74	1215
Pld1	190	260	996	1077	5125
Cul3	1444	1476	7276	8445	2748
3425401B19Rik	1149	1241	5775	7662	5543
Nr3c2	8	7	137	79	4078
Slc26a11	103	84	409	701	2675
Lpar5	0	1	3	7	1512
B3gat1	0	0	2	12	3421
Tmem41a	284	277	963	1275	1354
Cnpy3	844	752	4290	5010	1892
Numa1	1781	2041	14743	18039	7128
Sox17	42	36	199	237	3125
Gm10415	1	1	1	3	2821
Sdcbp	735	729	3760	4286	2544
Kis2	0	0	0	0	2030
Rnf7	298	306	1589	1922	1129
Fbxl3	576	616	3598	4101	4259
Hephl1	0	1	0	2	5241
Fam132a	185	157	747	949	1313
Whsc1l1	888	1059	6287	8586	11621
Ccdc57	111	117	562	867	3371
F11r	906	915	2979	3485	2472
Pabpc5	3	8	14	20	2432
Lsamp	0	0	6	7	2461
Olfr1276	0	0	0	0	938
Olfr971	0	0	0	0	923
Glg1	1507	1772	11213	12242	3844
Hfe2	253	190	845	903	2017
Tgfbr1	846	1084	4066	5185	5657
Olfr1353	0	0	0	0	1263
4933417O13Rik	15	20	63	66	1523
Fam188a	231	223	1273	1399	2318
Cr1l	219	255	802	831	1652
H2-M10.3	0	0	0	0	1586
Wdr90	354	314	2179	3209	6027
4933421I07Rik	0	0	0	0	1369
Slc43a1	514	447	1417	2308	2908
Fam96a	342	349	2443	3016	1248
Gdap1	17	12	28	30	3931
Crebl2	29	26	182	302	2531
Ddrgk1	344	413	2244	2485	1092
Snora47	0	0	11	6	125
4921531C22Rik	58	48	159	243	1903
Gm10814	15	15	43	62	1961
Ube2e1	387	308	1034	1157	1380
Arhgap4	42	41	168	306	3299
Rbak	100	123	759	1263	3440
Adam7	0	0	0	0	3445
Hap1	263	354	2130	2841	3695
Eif5	3633	3609	14222	18201	3954
Ifna7	0	0	0	0	575
Hif1a	4363	5008	19556	23869	4746
Tlr11	0	0	0	0	3161
Unc5b	3130	2653	14441	19997	5850
1600021P15Rik	336	300	1462	1635	3078
Magix	4	14	33	89	2901
Wars2	252	326	1385	1804	4382
Notch4	353	424	3103	3584	6574
Metap1d	98	130	842	1250	1249
Pigl	225	227	743	1057	1650
Dexi	366	327	1402	1701	1387
Vmn1r113	0	0	0	0	923
Klri1	0	0	0	0	832
Rtbdn	0	1	2	7	1902
Ppp1r13l	1549	1625	4144	4901	3117
Gm5640	0	0	0	0	2857
Maml1	629	633	3128	3479	5547
Fam129a	25	37	200	260	3925
Hnrnpd	6060	5789	23068	25593	6801
Sec16a	1107	1387	7061	9523	8709
Otp	0	0	0	2	1179
Nans	1284	1051	4262	4957	1898
Olfr1414	0	0	0	0	1187
2310028H24Rik	104	83	517	670	2103
Becn1	1097	1141	5581	7013	2019
Myh7b	1154	1602	17172	24316	6121
Eif4ebp1	2298	1863	13478	13349	978
Trpa1	0	1	31	6	4236
Cxcr5	64	75	104	182	2613
Ldlrap1	537	501	1830	2211	2662
Zfp758	32	36	167	183	2970
Etl4	316	291	1834	2943	8017
Sema3b	134	98	1915	2089	3415
